"index"	"coef"
251	-0.00305415232663723
95	-0.00304170508488052
114	-0.00303581182333673
113	-0.00303409546773565
79	-0.00301606716782845
55	-0.00295713409907572
54	-0.00295493254180232
43	-0.00291919735669704
92	-0.00281470504503578
199	0.00275022053059462
176	-0.00272453504810668
49	-0.00271641919396858
209	0.00271216911217718
309	0.00262862375114767
125	0.00253759338301459
88	-0.00218471914985096
274	0.00216735088236549
33	-0.00211390686741271
98	-0.00204381942542627
60	0.00191096880519484
93	-0.00177692392464508
59	0.00166734622804757
238	0.00153925890227377
237	0.00153575254285801
236	0.00153216704594155
235	0.00152853230447702
169	0.00150793520670679
50	0.00109853847244545
187	0.000998238015417515
17	0.000957716255500401
74	0.000894176077375457
310	-0.000753903077996345
101	0.000666348475798938
289	-0.000449727413933578
69	0.000437231372508001
152	-0.000412554052519686
96	-0.000371899474937063
283	-0.000361237024151375
284	-0.000360376718072815
285	-0.000359655621229908
286	-0.000359067797413605
287	-0.000358603116252183
288	-0.000358248433536705
15	0.00027533202513899
323	-0.000265158998884567
87	-0.000237695395323701
128	-0.000113524989028388
46	2.3824569968671e-05
